program_ID,program_name,response_date,signal_number,Asking/Defining Problems,Making Observations,Generate data,data Modeling,"Interpreting, Communicate finding",Any Work With Data,Sum Work With Data,KLS_qual,HM_qual,KMS_qual,Josh notes
2,Boston - Mathpower,7/14/15,4,1,0,1,1,1,1,4,NA,"-this video is the students actually participating in the ""if, then"" activity
-they are working together in large groups of about 8 students
-they are asking questions in order to work together and figure out the answers as a group
-they continue working ","- students working on ""if then"" game together in 2 independent groups while instructor is watching and commenting, answering students' questions
- students taping the ""dominoes"" to the blue pieces of paper (""game"" might be to see which group can get it do",
2,Boston - Mathpower,7/16/15,1,0,0,0,0,0,0,0,NA,"-the students are singing with Mr. B and the Ms. Jackson starts singing high school musical (the students in this program seem to like their teachers a lot, which is unexpected since they are actually doing real work most of the time as opposed to some of",NA,
2,Boston - Mathpower,7/16/15,2,1,0,1,0,1,1,3,NA,"-the students are working on a similar task as the beginning of the day yesterday (they are given a series of numbers and are asked to solve for the target number as many ways as possible (they can use any sort of math to get there aka division, exponents","- students seem to be working on math problems in groups, timer on the board telling the students how much time they have left, instructor thanks anohter instructor for making it a competition to get excited about what they're doing
- students expresses h",
2,Boston - Mathpower,7/16/15,3,1,1,1,1,1,1,5,NA,"-they are doing an activity called ""hippity hoppity""
----teacher notes that some students are struggling with solving equations and like terms so this activity relates to that
----first the teacher gives some examples of how to combine like terms before t","- instructors seem to be setting up for a lecture or activity, placing lines of duct tape on the floor, asks student to write ""start"" and ""finish"" on the duct tape, tells students they are about to do an activity
- instructor write ""hippity hoppity"" on bo",
2,Boston - Mathpower,7/16/15,4,1,1,1,1,1,1,5,NA,"-the teacher is using students as an example to explain solving an equation (teacher = modeling)
-this is a continuation of the hopping activity (they are using equations to find the distance of one hop aka unit rates)
-The teacher gives them to solve the","- instructor has equation on the board, asking students how to solve it, uses a a few students to illustrate algrebraic rules, solves equation and discusses with students the rules she used (asking, observing, generating, modeling, communicating [done by ",
2,Boston - Mathpower,7/21/15,1,0,0,0,0,0,0,0,NA,"-teacher tells them to use the opportunities that are presented to them (she is telling them they should use this time in math power to review for school because otherwise they'll have to do it on their own time)
----""Oh my goodness, Sean, do you want som",NA,
2,Boston - Mathpower,7/21/15,2,0,0,0,0,1,1,1,NA,"-I believe at the beginning of the video they are doing the group portion of the previous activity
-they then pass the papers over to another table to grade one another (same as before, the group that has the most ways of reaching the target number wins)
","- students working on a timed activity, instructor tells groups to swap papers to grade each other
- students discussing if another group's answers were right or not (students seem to be working on the 5-number riddle they've previously done several times",
2,Boston - Mathpower,7/21/15,3,0,0,0,0,0,0,0,NA,NA,"- students walking in to an empty classroom one-by-one
- instructor alks up to the front and tells students they shoud ""finish getting that all taken down"", gives them 6 minutes to do so 
- students seem to be constructing something with scissors, glue, e",
2,Boston - Mathpower,7/21/15,4,0,0,0,0,0,0,0,NA,NA,"- instructor tells students they are going to play ""polly wants a matching pair""
- students are going to match written expressions with algebraic expressions, students will work as one big groups to match all of the expressions together, students cutting ",
2,Boston - Mathpower,7/23/15,1,1,0,1,1,1,1,4,NA,"-The students are again doing the activity with the target number (this seems to be an every day thing) and they are not allowed to talk again (the teacher wants them to work on it individually first)
-I'm not sure what the coders were seeing to give all ","- students seeme to be working in groups on the 5-number problem (generating, modeling)
- instructor helping some students solve the problem 
- There was no explicit example of asking, but may have been coded as the problem they were presented with (befor",
2,Boston - Mathpower,7/23/15,2,1,0,0,1,1,1,3,NA,"-the students look like they are working individually on problems that are on the board (but I'm not sure what they are specifically working on)
-they must be solving equations because the teacher asks a student about like terms
-one student asks for help",#NAME?,
2,Boston - Mathpower,7/23/15,3,1,1,1,1,1,1,5,NA,"-the students are working on equations that are projected onto the front screen (generating data?)
-they must be inbetween tasks because they are discussing this notion of a part of Chicago being called ""Shiraq"" because there are so many murders/shootings","- students keep talking about a raffle
- students and instructors talking about non-STEM related things 
- equations and instructions on the board asking students to check the equation solutions, students seem to be sort of working on it, some students ha",
2,Boston - Mathpower,7/23/15,4,1,1,1,1,1,1,5,NA,"-the students are working with small buttons or pieces to think about the math more visually
-they seem to be workin goff of a worksheet of some sort
-they're asking questions in order to figure out how to solve the problems
-one of the students finished ","- instructor sitting with one group of students helping them solve equations 
- instructor using chips to help illustrate an equation to one student, asking student leading question and student giving answers, asks student if it makes sense to her (asking",
2,Boston - Mathpower,7/28/15,1,1,1,0,0,0,1,2,NA,"-now Ms. Jackson wrote out 1/2 on the board and is asking students to show different ways of writing this or anything they know about it (it's a fraction, it's half of a whole, 0.5, 50%)
-the students are all silent, they each come up to the board when th","- fraction (1/2) written on board, students walking up one-by-one to write the fraction in a different way (e.g. 0.5, 50%, ""rational number"") 
- instructor walks up to the fron of the classroom and tells students she likes what she sees, discusses the ans",
2,Boston - Mathpower,7/28/15,2,1,1,1,0,1,1,4,NA,"-they students are working silently (I think they are checking their peers' work on the name that number activity
-some of the students note that they are feeling tired (I believe this clip is still in the morning)
-the teacher is asking them how many day","- students seem to be cross-checking each other on an activity they did again (may be the 5-number-problem?), students seem to be working in groups discussing questions and answers, some students engaged but a lot of students are not
- Instructor tells st",
2,Boston - Mathpower,7/28/15,3,1,0,0,1,1,1,3,NA,"-they have drawn written a graph on the board and are looking at slopes based on points they plotted on the graph from a table
-Ms. Jackson writes the slope-intercept form equation on the board (y=mx+b) and asks if any of the students know what it is and ","- number lines on the board with x- and y-axis and a table with x- and y-points, student walks up to figure out the relation to the points, instructor writes function to represent the points based off of the student's work
- instructor writes the slope-in",
2,Boston - Mathpower,7/28/15,4,0,1,1,1,1,1,4,NA,"-the students are curious about what happens if they try to sleep in a high school class and Ms. Jackson is honest and tells them that if the class is large the teacher may not keep trying to keep them awake and they'd get away with it, but also lets them","- instructor talking to students about sleeping in class 
- instructor plays a video of someone explaining slopes and how to describe them, video draws a diagram to help figure out if a slope is positive, negative, etc. (observing, modeling)
- students se",
2,Boston - Mathpower,7/30/15,1,0,0,0,0,1,1,1,NA,"-they are talking about square roots and perfect squares
-Ms. Jackson asks if anyone knows about the pythagorean theorem and when several students say yes she asks them to talk about what it is
----it sounds like some of them are just guessing at what it ","- instructor explaingn perfect squares on the board, asking students questions about it (e.g. ""why?"")
- instructor writing different square root equations (of perfect squares) on the board, asks students if they would know how to find the square root of 8",
2,Boston - Mathpower,7/30/15,2,0,0,0,0,0,0,0,NA,NA,"- instructor on computer, no conversation, cannot see students
- instructor asks students if they are ""all set""
- instructor goes back to her computer, no conversation
- some students seem to be working on a timed activity 
- timer goes off, and video sto",
2,Boston - Mathpower,7/30/15,3,0,0,1,0,1,1,2,NA,#NAME?,#NAME?,
2,Boston - Mathpower,7/30/15,4,0,0,0,0,1,1,1,NA,"-Ms. Jackson is writing instructions for the current task 
----students are meant to write the equations of specific types of lines (i.e. with a positive slope) that they have already drawn on their graph paper
-then they start working on the task individ","- instructor writing instructions on the board, students need to find equations with different slopes (positive, negative, no, undefined) 
- Seems like the students are making a project out of it, instructor asks them to make a key and use lots of colors ",
4,6th Math (Sociedad - 02_Seg),7/20/15,1,0,0,1,0,0,1,1,#NAME?,"-the students are in the middle of watching a video (about Cape Cod) that the teacher notes is the video is just to give them an opportunity to see the sights around Cape Cod in case they have never seen it (not sure how this relates to their learning?)
-",NA,
4,6th Math (Sociedad - 02_Seg),7/20/15,2,0,0,1,0,0,1,1,#NAME?,"-they are working through another problem and one student asks whether they are doing multiplication or division (when the teacher tells her it's division they complain that it is too much work)
-the students do seem to listen to the teacher to some degre",NA,
4,7th Math (Sociedad 2 - 01_Seg),7/20/15,1,0,0,1,0,0,1,1,#NAME?,"-the students are quietly working on individual worksheets (but the video starts in the middle of the activity so I don't know what the worksheet is about)
---- ah they are doing addition with decimal points
-the teacher walks around trying to help the st",NA,
4,7th Math (Sociedad 2 - 01_Seg),7/20/15,2,1,1,1,0,0,1,3,#NAME?,"-this clip must not be very long after the previous signal because the student that struggled with addition is still working on the decimal worksheet
-the teacher even whispers when she is helping an individual student so the rest of them can work without",NA,
4,8th Math (Sociedad - 01_Seg),7/20/15,1,1,1,1,0,0,1,3,#NAME?,NA,#NAME?,
4,Dance (Sociedad2 - 02_Seg),7/20/15,2,0,0,0,0,0,0,0,NA,"-the students are doing handstands with a spotter or against the wall
-oh I think she is teaching them basic breakdance techniques
-student: ""Why do we have to do this ever in life?""
----the teacher gives a good response, ""You don't have to do anything ev",NA,
4,Robotics (Sociedad - 03_Seg),7/20/15,1,1,0,1,1,0,1,3,"- In the classroom looking at posters/mats with maps on them... on the floor with cars, wires and laptopo computers
- Have small robotic cars... working with wires... using USB's using a computer program to download and run something generate data and dat","-there are several groups of students, and each group is given a build kit and a large poster (not sure what the poster is for yet, but it was symbols on it and is likely related to whatever they're building
----the build kit even includes a program run o",NA,
4,Robotics (Sociedad - 03_Seg),7/20/15,2,1,1,1,1,1,1,5,#NAME?,#NAME?,NA,
4,6th Math (Sociedad - 02_Seg),7/22/15,1,0,0,0,0,0,0,0,NA,"-the teacher is asking the students to think about how businesses make profit on their products (making them think about how the company must have paid less for the pair of shoes than they sell them for)
----while he did not explicitly tell them this is w",NA,
4,6th Math (Sociedad - 02_Seg),7/22/15,2,0,0,0,0,0,0,0,NA,"-David (the kid who keeps acting up) is back but still doesn't seem to be engaged
-The other kids are even beginning to try to help get David back on task, but he refuses to listen and is defiant (he seems to be trying to figure out how far he can go with",NA,
4,7th Math (Sociedad 2 - 01_Seg),7/22/15,1,0,1,0,0,1,1,2,#NAME?,#NAME?,NA,
4,7th Math (Sociedad 2 - 01_Seg),7/22/15,2,0,0,0,0,1,1,1,NA,#NAME?,NA,
4,8th Math (Sociedad - 01_Seg),7/22/15,1,0,0,0,1,0,1,1,"- Watching a Shark Tank episode where an 11 yr. old is the business owner of ties Mkaing observasions
- Teacher asks students wether or not they would invest in the company based off of what he just said
- talking to students about where to invest their m",NA,"- students watching a clip from shark tank showing a kid who started his own business
- instructor asks, based on what they just heard, would the students choose to invest, reminds students of the profit the kid is making, explains relationship between co",
4,8th Math (Sociedad - 01_Seg),7/22/15,2,0,0,0,0,0,0,0,NA,NA,"- instructor and students seem to be still discussing decisions made in shark tank, students give their opinions, instructor explains the history and decisions made for a clothing brand (Fubu)
- instructor asks students to think of something they would cr",
4,Dance (Sociedad2 - 02_Seg),7/22/15,1,NA,NA,NA,NA,NA,0,0,NA,MISSING VIDEO?,NA,
4,Dance (Sociedad2 - 02_Seg),7/22/15,2,NA,NA,NA,NA,NA,0,0,NA,MISSING VIDEO?,NA,
4,Robotics (Sociedad - 03_Seg),7/22/15,1,0,0,0,1,1,1,2,"- In the classroom all standing looking at a map (obstacle map for robotic car) on the front table
- Looking at a light sensor... teacher explains how it works
- Teacher walks through a previous example with student (they are fully engaged) ""did this work","-the students are all gathered around the desk in the front, and the teacher is asking them why a robot may think two colors are the same 
----the teacher's confidence in them pays off because the students realize that it has to do with light reflection o",NA,
4,Robotics (Sociedad - 03_Seg),7/22/15,2,0,0,1,1,1,1,3,#NAME?,"-the class is still watching the demonstration at the front with the robot and they talk through problems the robot encounters together (asking)
-once the teacher feels that his students understand the concepts and programs to code their robots he sends t",NA,
4,6th Math (Sociedad - 02_Seg),7/27/15,1,0,0,1,0,1,1,2,"- Students have coins on their desk.. Role Play: they are accountants-->  talking about savings, 10% of a total generate data
- Students trying to figure out what half of 5 is... whats half of 50 cents? Students struggled Asking/defining problems
- Teache","-the teacher still struggles to maintain control of the classroom (the only thing he can do is give them instructions in a stern tone, and they have realized this so they understand that he only has as much power as they give him)
-the students are studyi",NA,
4,6th Math (Sociedad - 02_Seg),7/27/15,2,1,0,1,0,1,1,3,"- Students have a set number and are working oon taking percentages away from that total generate data
- Teacher is still helping individual students work through problems... it seems like they are working through a budget
- Students arew not really liste","-the teacher keeps working with students individually whenever they have question, or when he checks in on them and they seem to be struggling
-the teacher tries to motivate his students by reminding them that their parents are going to come in and see th",NA,
4,7th Math (Sociedad 2 - 01_Seg),7/27/15,1,1,0,1,0,1,1,3,"- Teacher working through percent problems on the board asking for students participation, ex: ""okay how did you do that"" and fill in the blank method interpret, communicate finding
- Students work individually on paper worksheets generate data
- Students","-wow, the clip is mainly silence with a view of the clock face for a full two minutes in the beginning
-the teacher is trying to brighten the class by letting them play a game at the end that involves prizes (candy I think)
-she reviews the concepts of de",NA,
4,7th Math (Sociedad 2 - 01_Seg),7/27/15,2,1,1,1,1,1,1,5,#NAME?,"-now the students are playing the game the teacher promised at the beginning (it's an online game that is a quiz about percentages)
----the winner gets candy
----it's boys versus girls, they get a point every time they give the right answer
-they communic",NA,
4,8th Math (Sociedad - 01_Seg),7/27/15,1,1,1,0,1,0,1,3,#NAME?,NA,"- instructor talking to students about non-STEM related topics
- instructor asks students how much they would sell their products for, students give out numbers, discusses with students what people would be willing to buy it for, tells students about supp",
4,8th Math (Sociedad - 01_Seg),7/27/15,2,1,1,0,0,0,1,2,#NAME?,NA,#NAME?,
4,Dance (Sociedad2 - 02_Seg),7/27/15,1,1,0,1,1,1,1,4,"- ""teach me Tuesday"" where the students teach the teacher something she doesn't know ex: yellow watermellon Interpreting, communicating findings
- They're not dancing today because the students voiced their oppinion last class and the teacher listened tod","The class is talking about yellow watermelons for some reason 
-they are assigned something called ""teach me tuesdays"" where they all have to present something to the class (they have the choice to work in pairs, individually, or with a group)
-they are not doing dance today because last week the students requested that they do something different
----instead the teacher starts drawing a number line on the board and gives the end points as 0 and 100 and asks them what number would be at particular points on the line (i.e. 0, 25, 50)
----she then has a student come up and uses their arms as a number line and asks the same types of questions
----they continue the activity by using various body parts to create number lines (I guess they are generating data in a way?)
----they are observing the phenomenon through this activity as well
",NA,
4,Dance (Sociedad2 - 02_Seg),7/27/15,2,1,0,1,1,1,1,4,"- Watching a YouTube video of a voice over writtenout explaination on how to write 7/8 as a decimal making observations
- student does a sample problem on the board generate data
- student asks teacher for help","-the students are watching a video about writing fractions as decimals (is this not dance class?)
-this actually looks like it's 7th grade math (same students but different teacher)
-okay so I guess since the students said they did not want to dance, the ",NA,
4,Robotics (Sociedad - 03_Seg),7/27/15,1,1,0,0,1,1,1,3,"- asks students to turn to page 77 and work on building something data modeling
- student asks teacher a question on how to build/model something asking/defining problems
- generate data working on writing a program on the main projector
- Students descri","-the kids are sitting at desks in a sort of circle and they all have computers out (they are working on a problem, but it's unclear what it is)
-there are two students sitting outside the circle doing something else (they're building something)
----okay s",NA,
4,Robotics (Sociedad - 03_Seg),7/27/15,2,1,0,0,1,1,1,3,"- Students are working with pieces on their car and seeing how it affects the cars performance interpreting, communicating findings
- trial snd error students come up with suggestions and try the program and design again making observations generate data ","-the students are still working on the program with the touch sensors
-it's seriously amazing the difference in behavior from Sir David in the robotics class versus his math class (he clearly has more intrinsic motivation in robotics and respects the teac",NA,
4,6th Math (Sociedad - 02_Seg),7/29/15,1,1,0,0,0,0,1,1,"- Do you any of you know what effervecence is?... how many of you have drank coke- teacher
- One student just walked out of the room- I don't think the teacher noticed
- How many of you know what the international space station is?- teacher
- They ran an ","-this is towards the beginning of the day, so the teacher is struggling to get them started
-he is trying to motivate them by rewarding good behavior with candy (which seems to be working SLIGHTLY better)
-the teacher prefaces a the video they will be wat",NA,
4,6th Math (Sociedad - 02_Seg),7/29/15,2,0,0,1,1,0,1,2,"- talking about how many is ""a couple"" relates it to eating pizza "" if i say you can have a couple and only give you one will you be okay with that?""
- Working through a budget generating data and data modeling
- Students ask about the percentage for char","-the students are still working on the booklet activity and are now gathered around Mr. B so he can help them 
----I think they are budgeting based on the ""income"" they were assigned and have to figure out how much to spend on housing, food, clothing, etc",NA,
4,7th Math (Sociedad 2 - 01_Seg),7/29/15,1,0,0,0,0,0,0,0,NA,"-they are going over the answers for a worksheet they have already done (to make sure they all did it correctly)
-a student volunteers to write on the board
-they go over the concept of improper fractions versus mixed numbers
----the students seem to unde",NA,
4,7th Math (Sociedad 2 - 01_Seg),7/29/15,2,0,0,0,0,0,0,0,NA,"-they are playing another online game (red versus blue team aka boys versus girls)
-they are playing a math version of jeopardy, solidifying the percentage, fraction, and decimal conversations they have been learning)
-the ladies win
-then they start a ne",NA,
4,8th Math (Sociedad - 01_Seg),7/29/15,1,0,0,0,0,0,0,0,"- Students are coming up a list where we get our products from... students reason through why generate data - Branding ""Jordans"" - Watch a video on the manufacturing of Nike making observations -Students began to discuss observations made in the video int",NA,#NAME?,
4,8th Math (Sociedad - 01_Seg),7/29/15,2,0,0,0,0,0,0,0,#NAME?,NA,NA,
4,Dance (Sociedad2 - 02_Seg),7/29/15,1,0,0,0,0,0,0,0,NA,"-the students are back to doing dance (apparently they decided doing math instead was not as fun)
-they are just stretching in the beginning
-the class has seemed to have developed a routine at this point (the teacher can just announce what is next like, ",NA,
4,Dance (Sociedad2 - 02_Seg),7/29/15,2,0,0,0,0,0,0,0,NA,#NAME?,NA,
4,Robotics (Sociedad - 03_Seg),7/29/15,1,0,0,0,0,0,0,0,NA,"-the teacher is trying to show them an episode of Fullmetal Alchemist (an anime cartoon because they have a character that is a robot and they talk about science in the show)
----I guess they're going on a field trip tomorrow and it's their tradition so f",NA,
4,Robotics (Sociedad - 03_Seg),7/29/15,2,1,0,1,1,1,1,4,"- Students and teacher work on building the robotic car in a new way and what the new cars functions will do data modeling
- Students observe directions on how to build a car (directions)
- When the student is working with a student one on one the student",#NAME?,NA,
4,6th Math (Sociedad - 02_Seg),8/3/15,1,1,1,1,0,0,1,3,#NAME?,"-there is something projected on the white board that Mr. B is talking about (they say something about cost)
----they are talking through a word problem with selling price and cost
-the students are contributing but David is being a distraction again 
---",NA,
4,6th Math (Sociedad - 02_Seg),8/3/15,2,1,1,1,0,0,1,3,"- A student works througha problem on the white board 
- Student ""can you just give us the answer?"" teacher ""yes, but I have to show you how first""
- Asks a student to move and he refuses so teacher goes with it, another girl complains ""how come I had to ","-one student is working on a problem on the white board (as in she is writing on the board) but doesn't seem to be talking to the rest of the class, she seems to be donig it by herself
----maybe the class is meant to be paying attention but are just not e",NA,
4,8th Math (Sociedad - 01_Seg),8/3/15,1,0,0,1,0,0,1,1,"- As a society we look at personal happiness over practicallity... children living in poverty as a comparison
- Brainstorming final projects.. coming up with 2-3 ideas on post it note paper generate data",NA,"- instructor talking about splurging as consumers 
- instructor talking about maximizign profit as a business, talking about the ""ugliness"" of certain businesses (pollution, sweat shops, etc.), talks about the selfish choices we make as consumers
- instru",
4,8th Math (Sociedad - 01_Seg),8/3/15,2,0,1,1,0,1,1,3,#NAME?,NA,"- students coming up with ideas for their final project, instructor walking around giving them encouragment, helping students think of ideas (generating)
- while students are working, instructor describing how some businesses own multiple franchises 
- in",
4,Dance (Sociedad2 - 02_Seg),8/3/15,1,0,0,0,0,0,0,0,#NAME?,NA,NA,
4,Dance (Sociedad2 - 02_Seg),8/3/15,2,0,0,0,0,0,0,0,#NAME?,NA,NA,
4,Robotics (Sociedad - 03_Seg),8/3/15,1,0,0,0,1,1,1,2,#NAME?,"-first they distribute materials to all the groups and find their robots
-then the teacher projects some 3D designs of robots on the screen and tells the students that he thinks that they can take these designs and modify them to do what the students need",NA,
4,Robotics (Sociedad - 03_Seg),8/3/15,2,0,0,1,1,1,1,3,"- Piecing a new robot together based off of the design the team chose off of the LEGO website data modeling, making observations
- student: ""how can it see"" Asking/defining problems
- Students working on keeping their ares organized
- Students try to find","-the students are all working in their groups on the robot they choose to design 
-not sure I agree that they're generating data? (they aren't writing codes at this point, just building the physical robot based on instructions)
-the teacher goes around he",NA,
4,6th Math (Sociedad - 02_Seg),8/5/15,1,1,0,0,0,1,1,2,NA,"-David does sort of participate, but in an annoying way (he interrupts and shouts out random numbers or makes an attempt at the answer but in a disruptive way)
-one student puts her hand on top of Mr. B's head (which was weird, but I guess it shows that t",NA,
