program_ID,program_name,response_date,signal_number,Asking/Defining Problems,Making Observations,Generate data,data Modeling,"Interpreting, Communicate finding",Any Work With Data,Sum Work With Data,KLS_qual,HM_qual,KMS_qual
1,Boston - Dorchester House,2015-07-29,3,0,0,1,0,0,1,1,NA,"-so apparently this is their cooking class, and today they are making apple pie
-one student said they are allergic to apples and cinnamon but the teacher disregards them and assumes they are joking (which I think they are, but we can't be sure)
-so is the making of food being coded as generating data?
-each student is assigned a different job (i.e. peelings apples, cutting them up, mixing the dry ingredients)","- students in kitchen to make apple pie 
- students peeling apples, measuring ingredients 
- instructor shows student how to cut an apple
- instructor tells students what they are going to do with the ingredients (melt the butter, mix the sugar)
- Did not see any explicit examples of anything STEM-related"
1,Boston - Dorchester House,2015-07-29,4,0,1,0,0,0,1,1,NA,"-they are still in the kitchen (I guess they're waiting for the pie to bake?)
-the teacher gets nutrition worksheets for the students to do while they're waiting (the teacher is very clearly just killing time while the pie bakes)
-they are taking a vegetable quiz (i.e. which of these vegetables is a root you can eat?)
-not sure why this video is coded for observing but not the last one","- students in kitchen doing non-instructional activity 
- instructor gives students ""vegetable quiz"", questions are about what type of roots are edible, what vegtables are flowers, what part of the celery do you eat, instructor asks all of the students the questions and students shout out answer
- instructor passes out worksheet for the students to do ""for fun"", instructor tells students they have to ""unscramble"" the words with the ""health"" theme, instructor goes over answers with students 
- instructor asks students what their favorite thing to do during the summer is, students tell instructor their answers 
- instructor takes out applie pie that was in the oven, class waits for it to cool before they can cut it and eat it
- Did not see any explicit examples of anything STEM-related"
2,Boston - Mathpower,2015-07-14,1,1,0,1,0,1,1,3,NA,"-there are three instructors in the room
-the students are quietly working on an assignment individually and the teacher has set a timer for five minutes
-They are using a series of numbers written on the board and need to use various forms of math to make the value 10
-the students are asking questions in order to try to get hints on how to solve the problem
-the students then swap papers with another classmate to check their work, they get five minutes
-this clip is coded as generating data (but in my opinion, the data is already given to them aka the numbers on the board, and they are just manipulating the data)
-the table groups add up their individual scores and the groups that get the most are given red raffle tickets (which is likely their form of reward currency in this program)","- teacher is giving students 5 minutes to complete an activity (seems to be a puzzle or something similar using 5 numbers written on the board) (asking)
- instructor walking around helping students (says something about using exponents, I believe they had to use the 5 numbers to equal the number 10 and they could use exponents, parenthesis, etc. to get there) (generating)
- instructor tells the groups to switch papers so they can check each other's math (communicating [done by students])
- groups seem to be comparing points (points may be based off of the different math functions they used to solve their equation)"
2,Boston - Mathpower,2015-07-14,2,1,0,1,1,1,1,4,NA,"-the male teacher (Mr. B) gives his answer for the problem on the board, and the student are meant to check his answer (he got it wrong, but I'm not sure if that was intentional. it seems like it was?)
---- (problem was 253-947= -866)
----a student volunteer (Joe) is asked to go up to the board and show why the answer is wrong, he needs to show his work
----Joe flips the problem to be 987-253 = 734 and then made it negative
-the students are communicating findings by showing their work on the board and discussing why their answer was correct and Mr. B's was wrong and also observing their classmate's work and how they solved the problem
-the teacher suggests using a number line to find the answer and a student pushes back, saying it is not practical because the numbers are too big
----the teacher then asks them if the number line has to go by 1's and when some students say no, she asks them to give examples of what a number line can be on a scale of (they reply 5's, 10's, 2's) and the teacher asks why they're moaning and groaning then
-the students begin discussing how Mr. B got the numbers he did, and a student goes up to the board to explain what he did","- students and instructors solving a subtraction problem on the board (subtracting a bigeer 3-digit number form a smaller one to get a negative number), students say the problem was done wrong after one instructor gives his answer, one student does how he thinks it should be done on the board (generating, modeling, discussing)
- 3 methods are up on the board with 3 different answers, instructor asks students to discuss which on is the right answer and raise their hand to vote for the right answer (asking,  generating, communicating [done mostly by students])
- instructor sees one student giving her a look and she asks him what's wrong and he replies it's a lot of work (despite it not being a typically ""fun"" activity, instructor is very engaging and students seem to be very receptive and involved, excited to give theor opinions)
- one student gets up in front of class and gives her argument for why one answer is right, another student does the same thing and explains how she got a specific number (communicating [done by students])"
2,Boston - Mathpower,2015-07-14,3,1,0,1,1,1,1,4,NA,"-in the beginning in the video we catch the tail end of the teacher demonstrating the answer for the last problem they were working on and showing her work
-she says they were going to do ""my favorite no"" activity but everyone got the problem correct so they couldn't choose a ""no"" to look at
-instead, they are playing a game called, ""if, then""
----there are cards with equations and numbers on them, so they need to read the ""if ....."" card with the equation and link it to the card with the number of the answer
-they ask questions but nothing seemingly relevant to the topics (more like, ""are we going to get a prize for this?"") and I don't see anywhere that I would see as communicating findings??
-the video ends before they actually start the activity","- lecturer up front with several equations on the board, talking about multiplying decimals (modeling, communicating [done by instructor])
- students expresses her confusion with it and where she had a misunderstanding before
- lecturer reads off an equation from the board and asks students for the answer, then askes students if her answer is correct and they say ""yes"", asks students how they are feeling about it (asking)
- instructor tells students they will play a game, hands out blue pieces of paper to each table
- students keep asking if they are going to do another ""my favorite no"" (""my favorite no"" is written on theit agenda on the board, seems to be some type of game)
- instructor tells students the name of the game they are about to play is called ""if then"", relates game to dominoes, students have to link equal terms (match ""if x + 4 = 25, the x = ?"" and ""21"", each card has both an equation and an answer to another equation on it)
- Students never actually played game in clip, clip only included instructor giving instructions and discussing prizes with students 
- did not see any examples of generating data"
2,Boston - Mathpower,2015-07-14,4,1,0,1,1,1,1,4,NA,"-this video is the students actually participating in the ""if, then"" activity
-they are working together in large groups of about 8 students
-they are asking questions in order to work together and figure out the answers as a group
-they continue working semi-quietly for the remainder of the video","- students working on ""if then"" game together in 2 independent groups while instructor is watching and commenting, answering students' questions
- students taping the ""dominoes"" to the blue pieces of paper (""game"" might be to see which group can get it doen the quickest, but they do not explicitly say this in the clip""
- students take survey
- There were no explicit examples of asking, although the ""asking"" may have been being presented with the puzzle that is the ""if then"" game
- Did not see any examples of generating, but generating may have been been coded as putting the equations and answers together?
- modeling may have been coded as the game as a whole
- There was hardly any discussion in the entire clip"
2,Boston - Mathpower,2015-07-16,1,0,0,0,0,0,0,0,NA,"-the students are singing with Mr. B and the Ms. Jackson starts singing high school musical (the students in this program seem to like their teachers a lot, which is unexpected since they are actually doing real work most of the time as opposed to some of the other programs where they have more freedom to play)
-the students are making some sort of poster or banner for the wall in their classroom (they are currently spelling out ""equation"")",NA
2,Boston - Mathpower,2015-07-16,2,1,0,1,0,1,1,3,NA,"-the students are working on a similar task as the beginning of the day yesterday (they are given a series of numbers and are asked to solve for the target number as many ways as possible (they can use any sort of math to get there aka division, exponents, etc.) in their table groups and there is a timer on the board
----they don't have to use all the numbers given but if they use all the numbers in their problem they get two points instead of one
-Ms. Jackson asks one student why she has stopped working and the student tells her that it is boring 
----Ms. J asks if she can work with the student and asks why she thinks it's boring. The student tells her it's too complicated so Ms. J starts talking through the problem with her
----They realize that the student actually had been on the right track all along
-after the timer runs out they swap papers with another table to ""grade"" them
-one student is supervising his graders to make sure they don't make any mistakes (evidently he really wants the points, which makes sense since the winning table(s) get raffle tickets and the raffle is the next day)","- students seem to be working on math problems in groups, timer on the board telling the students how much time they have left, instructor thanks anohter instructor for making it a competition to get excited about what they're doing
- students expresses her boredom with teh activity, instructor asks her if she can work with her and she works through the problems with her, students seems to be engaged with the activity once the instructor starts helping her 
- Problems seem to be division problems, students using chips to divide into even groups (generating)
- groups trade papers to grade the work  (instructor says if they use all 5 numbers it is worth 2 points, there are 5 numbers on the board)
- students take survey 
- Did not see any explicit examples of asking in the clip, but before the clip, the instructor may have presented the students with problems they needed to solve
- Did not see any explicit examples of communicating, but the students had time to work in groups to grade another group's paper, and this may have been coded as communicating"
2,Boston - Mathpower,2015-07-16,3,1,1,1,1,1,1,5,NA,"-they are doing an activity called ""hippity hoppity""
----teacher notes that some students are struggling with solving equations and like terms so this activity relates to that
----first the teacher gives some examples of how to combine like terms before they begin the activity
----the teacher splits them into four groups 
----students are trying to hop to the other line (150cm away) and one hop = h, so for every hop it takes to get to the finish line is another h
----ex: 2 hops to get to the end is 2h=150 and then they have to solve for h
----they also need to do one where they hop once and measure the distance and then solve for how many centimeters it would take to get to the finish (ex: 60 + h = 150) data modeling?","- instructors seem to be setting up for a lecture or activity, placing lines of duct tape on the floor, asks student to write ""start"" and ""finish"" on the duct tape, tells students they are about to do an activity
- instructor write ""hippity hoppity"" on board, tells students they need to be able to ""combine like terms"" and asks students what that means, writes an equation on the board and shows students (by asking them several questions) how they would combine the like terms, instructor illustrates how to solve the equations on the board with diagrams (observing, communicating [done by instructor asking leading questions and students answerin])
- puts students into 4 groups, students try to hop from one duct tape line to another, instructor has one student do the activity as an example (the distance if 150cm, and they put together an equation to see how long each hop was to cover 150m e.g. one hop is h=150; two hops is h+h=150, solve for h) (asking [how to solve for h], observing, generating, modeling, communicating [done by instructor])"
2,Boston - Mathpower,2015-07-16,4,1,1,1,1,1,1,5,NA,"-the teacher is using students as an example to explain solving an equation (teacher = modeling)
-this is a continuation of the hopping activity (they are using equations to find the distance of one hop aka unit rates)
-The teacher gives them to solve the equations but the students let her know that they have already solved them
-the teacher asks students to volunteer to write their equation on the board and show the class how they solved them (communicating findings)
-because the students are explaining the distance of their hops through equations I would say that could be (data modeling)
-teacher says, ""I know this is summer so I am more relaxed than I would be during the school year""","- instructor has equation on the board, asking students how to solve it, uses a a few students to illustrate algrebraic rules, solves equation and discusses with students the rules she used (asking, observing, generating, modeling, communicating [done by instructor])
- relates the equations to the ""hippity hoppity"" games, explains unit , writes the equation in words on the board (observing)
- students seem to be working on other equations
- instructor uses student to illustrate an equation (6 hops plus 2 steps, 6h+2=150), student gives instructor her equation she came up with from playing ""hippity hoppity"" (4h-5=150 to signify going over the line by 5 centimeters, asks students how to solve the equation for h, asks students to explain each step she does (asking, observing, generating, modeling, communicating [done by students anwering instructor's questions])"
2,Boston - Mathpower,2015-07-21,1,0,0,0,0,0,0,0,NA,"-teacher tells them to use the opportunities that are presented to them (she is telling them they should use this time in math power to review for school because otherwise they'll have to do it on their own time)
----""Oh my goodness, Sean, do you want some cheese with that whine?""
-they are playing ""name that number"" and normally they work in groups and do a lot of talking, but today they need to be completely silent and have to work on it individually, then later they will work together to put their answers down on one paper for the group
-one student asks to move his seat because he does not think he will be able to keep from talking to the other students (the teachers tell him to simply exercise self control, but both are laughing, this is not a very serious conversation but still important)
-this is the same exercise that we have seen in many of the other videos (with the random numbers that they need to use to get the target number) and now it shows that the random numbers are drawn from a bucket
----the target number is also drawn from the bucket
-the students are pretty good about remaining silent but you can see some of them gesturing and mouthing to each other in the video (and they seem to be joking about something rather than trying to discuss the material)
-the video pans onto the board and stays there (I started trying to solve for the target number and realized that this activity is actually harder than I thought)
",NA
2,Boston - Mathpower,2015-07-21,2,0,0,0,0,1,1,1,NA,"-I believe at the beginning of the video they are doing the group portion of the previous activity
-they then pass the papers over to another table to grade one another (same as before, the group that has the most ways of reaching the target number wins)
-students begin volunteering to share their solutions on the board (communicating findings)
-one of the students gets frustrated that the teachers were not more clear about some of the rules of this game/competition (she just flipped the order of a problem around and they didn't explicitly tell them that did not count)","- students working on a timed activity, instructor tells groups to swap papers to grade each other
- students discussing if another group's answers were right or not (students seem to be working on the 5-number riddle they've previously done several times) (discussing)
- instructor asks groups how many points they got 
- instructor sits down with groups to talk about the answers they are grading (discussing)"
2,Boston - Mathpower,2015-07-21,3,0,0,0,0,0,0,0,NA,NA,"- students walking in to an empty classroom one-by-one
- instructor alks up to the front and tells students they shoud ""finish getting that all taken down"", gives them 6 minutes to do so 
- students seem to be constructing something with scissors, glue, etc., looks like they may be gluing a diagram down onto a piece of paper 
- while students are still working on diagram, instructor tells students she will explain the diagram, and then they will do a journal entry
- camera zooms in on a student's paper, they are matching written expressions with algebraic expressions (e.g. ""ten divided by a number"" and ""10/x"")
- I would say they are generating data with the activity they are doing"
2,Boston - Mathpower,2015-07-21,4,0,0,0,0,0,0,0,NA,NA,"- instructor tells students they are going to play ""polly wants a matching pair""
- students are going to match written expressions with algebraic expressions, students will work as one big groups to match all of the expressions together, students cutting out the expressions to prepare for the game"
2,Boston - Mathpower,2015-07-23,1,1,0,1,1,1,1,4,NA,"-The students are again doing the activity with the target number (this seems to be an every day thing) and they are not allowed to talk again (the teacher wants them to work on it individually first)
-I'm not sure what the coders were seeing to give all the codes for this one because the students are working silently and individually throughout the entire video besides some help from their teacher
","- students seeme to be working in groups on the 5-number problem (generating, modeling)
- instructor helping some students solve the problem 
- There was no explicit example of asking, but may have been coded as the problem they were presented with (before the clip started)
- clip did not include class communication on the problem, although an instructor was discussing possible solutions with one student"
2,Boston - Mathpower,2015-07-23,2,1,0,0,1,1,1,3,NA,"-the students look like they are working individually on problems that are on the board (but I'm not sure what they are specifically working on)
-they must be solving equations because the teacher asks a student about like terms
-one student asks for help but the teacher tells him that he needs to at least try it first (he just opened the paper and immediately said he didn't know what to do) but that does mean he is asking questions?
----the teacher starts asking the student guiding questions in order to help him start to solve the problem on his own (with a little help)
-when he is still struggling the teacher brings out the colored chips to help him figure the problem out more visually
-the students are mainly working diligently by themselves (occasionally a teacher will help them with a problem)
-one of the students was absent so the teacher asks the people at his table to help catch him up (and they do so without complaint)","- students seem to be working on a worksheet in groups, worksheet has math problems on it 
- instructors sitting down with students helping them (communicating)
- some students seem to be writing in a journal 
- students using chips to work out problems (modeling)
- Never saw any explicit examples of asking, but there may have been questions the students were answering"
2,Boston - Mathpower,2015-07-23,3,1,1,1,1,1,1,5,NA,"-the students are working on equations that are projected onto the front screen (generating data?)
-they must be inbetween tasks because they are discussing this notion of a part of Chicago being called ""Shiraq"" because there are so many murders/shootings there and also mention how people say those types of things about Dorchester (being Die-chester)
-the teacher is doing something at her desk and the students remain fairly quiet (so I guess maybe they were still working previously but the conversation was more of a side note)
-the paper they are working on is called a ""pyramid"" and (it seems to be about proportions) they are meant to turn in the paper to their teacher when they're done
-one of the students is asking the teacher questions in order to get support solving the problems on her sheet
----Ms. Jackson demonstrates to this student how to solve a problem, while the student observes
-wow it looks like the teachers have had the students set up their notebooks with a table of contents and activities on specific page numbers
----right now the students are copying a blank worksheet onto pages 14 and 15 of their notebook (I appreciate how structured this summer program is, and the teacher maintains much more control of the class than some of the other programs that lacked this much structure i.e. down city design)
-the students are given a signal before they get an opportunity to actually use the chart they copied or even see their teacher demonstrate what to do","- students keep talking about a raffle
- students and instructors talking about non-STEM related things 
- equations and instructions on the board asking students to check the equation solutions, students seem to be sort of working on it, some students handing in papers to the instructor (asking)
- instructor asks all students to work on the problems, some students ask the instructor questions on it, instructor works student through the problems (generating, communicating [between instructor and only some students)
- instructor asks students to open thier journals to the ""solving equations"" pages 
- displays an ""inverse operations"" diagram on the board, asks students to copy the diagram on one of the pages of their notebook 
- Did not see any explicit examples of observing 
- Did not see any explicit examples of modeling, unless it was the activity they were working on (given solved equations and students were asked to check to solutions to see if it is right)"
2,Boston - Mathpower,2015-07-23,4,1,1,1,1,1,1,5,NA,"-the students are working with small buttons or pieces to think about the math more visually
-they seem to be workin goff of a worksheet of some sort
-they're asking questions in order to figure out how to solve the problems
-one of the students finished working on whatever the current task is and then was asking the teacher what else she could do (good student, I was suprised by this student taking that initiative)
-the teacher admits that she failed on this activity because the students are not enagaged in learning as much as she hoped and they're not getting as much out of it as planned
----she wants them to learn systems of equations next week but they still are not comfortable with regular solving equations so she wants them to keep working on that
-she writes out the x's and numbers on the board (5x is xxxxx, 5 would be +++++) and then she goes back and forth for each step, one with the written out numbers and one with the regular method of solving equations while the students observe","- instructor sitting with one group of students helping them solve equations 
- instructor using chips to help illustrate an equation to one student, asking student leading question and student giving answers, asks student if it makes sense to her (asking, generating observing, modeling, communicating [both instructor and student])
- instructor gets up and tell students she thinks the activity isn't working becuase no one is getting it, so she is going to have them try something else
- asks students to tell her where she went wrong with the activity, asks what she could have done differently 
- students offer suggestions, tell her where they went wrong, instructor very receptive of students' suggestions, offers solutions 
- one student said she had problems with equations that had variables on both sides, so instructor works through an equation with variables on both sides on the board, illustrates equation using pictures/diagrams (asking, observing, generating, modeling, communicating [all done by instructor])"
